,Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Item Purchased_new,Age_group,location_new
165,166,42,Male,Handbag,Accessories,60,Kentucky,S,Yellow,Winter,2.8,Yes,Store Pickup,Yes,Yes,7,Cash,Monthly,bags,40s,South
166,167,46,Male,Sneakers,Footwear,31,Delaware,XL,Indigo,Fall,4.0,Yes,Store Pickup,Yes,Yes,30,Cash,Monthly,shoes,40s,South
167,168,33,Male,Gloves,Accessories,27,Arkansas,M,Green,Fall,4.0,Yes,Express,Yes,Yes,14,Credit Card,Every 3 Months,wear_acc,30s,South
168,169,34,Male,Shoes,Footwear,80,Louisiana,M,Magenta,Summer,3.0,Yes,Express,Yes,Yes,5,Cash,Fortnightly,shoes,30s,South
169,170,27,Male,Jacket,Outerwear,30,Nevada,S,Gold,Summer,3.3,Yes,Standard,Yes,Yes,3,PayPal,Every 3 Months,outers,10-20s,West
170,171,52,Male,Shirt,Clothing,25,Wyoming,M,Maroon,Fall,2.6,Yes,Store Pickup,Yes,Yes,46,Venmo,Bi-Weekly,tops,50s,West
171,172,29,Male,Shorts,Clothing,35,Virginia,M,Blue,Summer,3.6,Yes,Store Pickup,Yes,Yes,4,Credit Card,Weekly,bottoms,10-20s,South
172,173,54,Male,Jewelry,Accessories,67,Nebraska,M,Violet,Summer,3.9,Yes,Next Day Air,Yes,Yes,42,Credit Card,Bi-Weekly,accessories,50s,Midwest
173,174,25,Male,Hat,Accessories,46,Hawaii,M,Turquoise,Fall,3.4,Yes,Standard,Yes,Yes,30,Cash,Annually,wear_acc,10-20s,West
174,175,41,Male,Shoes,Footwear,35,Vermont,L,Brown,Winter,3.5,Yes,Express,Yes,Yes,37,Venmo,Annually,shoes,40s,Northeast
175,176,53,Male,Coat,Outerwear,86,Oklahoma,L,Violet,Fall,2.8,Yes,Next Day Air,Yes,Yes,2,Bank Transfer,Annually,outers,50s,West
176,177,53,Male,Backpack,Accessories,81,New Hampshire,L,Black,Spring,2.7,Yes,Next Day Air,Yes,Yes,30,Credit Card,Quarterly,bags,50s,Northeast
177,178,21,Male,Hoodie,Clothing,42,Kansas,L,Magenta,Fall,3.7,Yes,Next Day Air,Yes,Yes,47,Bank Transfer,Monthly,tops,10-20s,Midwest
178,179,61,Male,Skirt,Clothing,43,Idaho,L,Lavender,Fall,4.3,Yes,2-Day Shipping,Yes,Yes,21,PayPal,Quarterly,bottoms,60s+,West
179,180,64,Male,Boots,Footwear,31,Illinois,M,Violet,Fall,4.9,Yes,Store Pickup,Yes,Yes,9,Bank Transfer,Fortnightly,shoes,60s+,Midwest
180,181,51,Male,Sandals,Footwear,81,South Dakota,L,Green,Fall,3.3,Yes,Store Pickup,Yes,Yes,12,Debit Card,Fortnightly,shoes,50s,Midwest
181,182,32,Male,Pants,Clothing,61,Massachusetts,M,Beige,Summer,4.7,Yes,Next Day Air,Yes,Yes,4,Bank Transfer,Weekly,bottoms,30s,Northeast
182,183,38,Male,Gloves,Accessories,96,Alabama,XL,Purple,Summer,2.8,Yes,Store Pickup,Yes,Yes,10,Debit Card,Annually,wear_acc,30s,South
183,184,58,Male,Skirt,Clothing,29,Ohio,XL,Beige,Spring,3.6,Yes,2-Day Shipping,Yes,Yes,26,Credit Card,Weekly,bottoms,50s,Midwest
184,185,32,Male,Sneakers,Footwear,33,Hawaii,L,Cyan,Spring,3.0,Yes,Express,Yes,Yes,40,Cash,Fortnightly,shoes,30s,West
185,186,46,Male,T-shirt,Clothing,32,Wisconsin,XL,Silver,Summer,4.5,Yes,Store Pickup,Yes,Yes,34,Bank Transfer,Fortnightly,tops,40s,Midwest
186,187,39,Male,Backpack,Accessories,56,Minnesota,S,Lavender,Summer,2.9,Yes,Standard,Yes,Yes,31,Debit Card,Annually,bags,30s,Midwest
187,188,19,Male,Shoes,Footwear,94,Georgia,S,Purple,Spring,3.3,Yes,Store Pickup,Yes,Yes,1,Bank Transfer,Bi-Weekly,shoes,10-20s,South
188,189,50,Male,Hoodie,Clothing,53,Arkansas,M,Pink,Spring,3.1,Yes,Express,Yes,Yes,5,Bank Transfer,Bi-Weekly,tops,50s,South
189,190,36,Male,Blouse,Clothing,82,West Virginia,M,Maroon,Fall,4.4,Yes,Next Day Air,Yes,Yes,4,Credit Card,Weekly,tops,30s,South
190,191,65,Male,Coat,Outerwear,70,Indiana,XL,Beige,Fall,3.0,Yes,Free Shipping,Yes,Yes,48,Venmo,Quarterly,outers,60s+,Midwest
191,192,64,Male,Hat,Accessories,76,Utah,M,Gray,Fall,3.9,Yes,Free Shipping,Yes,Yes,29,Cash,Every 3 Months,wear_acc,60s+,West
192,193,46,Male,Shoes,Footwear,29,Nebraska,L,Turquoise,Summer,2.9,Yes,Express,Yes,Yes,12,PayPal,Bi-Weekly,shoes,40s,Midwest
193,194,36,Male,Belt,Accessories,100,North Dakota,S,Silver,Fall,3.0,Yes,Standard,Yes,Yes,29,Venmo,Annually,accessories,30s,Midwest
194,195,51,Male,Backpack,Accessories,94,Missouri,M,Olive,Spring,3.1,Yes,Express,Yes,Yes,15,Debit Card,Quarterly,bags,50s,Midwest
195,196,51,Male,Jacket,Outerwear,25,New York,M,Magenta,Fall,4.3,Yes,Free Shipping,Yes,Yes,34,Credit Card,Monthly,outers,50s,Northeast
196,197,38,Male,Boots,Footwear,88,Washington,M,Lavender,Summer,3.9,Yes,Next Day Air,Yes,Yes,41,Credit Card,Fortnightly,shoes,30s,West
197,198,59,Male,Scarf,Accessories,78,South Carolina,M,Black,Fall,3.2,Yes,2-Day Shipping,Yes,Yes,41,Credit Card,Monthly,wear_acc,50s,South
198,199,57,Male,Jewelry,Accessories,45,Utah,M,Turquoise,Winter,4.8,Yes,Standard,Yes,Yes,39,Credit Card,Fortnightly,accessories,50s,West
199,200,54,Male,Hat,Accessories,73,Idaho,XL,Green,Summer,3.8,Yes,Express,Yes,Yes,32,Cash,Weekly,wear_acc,50s,West
200,201,25,Male,Dress,Clothing,61,Pennsylvania,S,Teal,Summer,3.3,Yes,Next Day Air,Yes,Yes,29,Venmo,Monthly,bottoms,10-20s,Northeast
201,202,69,Male,Blouse,Clothing,22,Missouri,S,Beige,Fall,4.3,Yes,Free Shipping,Yes,Yes,15,Bank Transfer,Annually,tops,60s+,Midwest
202,203,57,Male,Hat,Accessories,38,Nebraska,L,Magenta,Spring,2.7,Yes,Express,Yes,Yes,33,Venmo,Annually,wear_acc,50s,Midwest
203,204,70,Male,Scarf,Accessories,38,Indiana,S,Yellow,Fall,3.2,Yes,Next Day Air,Yes,Yes,18,Bank Transfer,Weekly,wear_acc,60s+,Midwest
204,205,24,Male,Sneakers,Footwear,100,Arizona,M,Yellow,Fall,4.0,Yes,Store Pickup,Yes,Yes,35,Cash,Bi-Weekly,shoes,10-20s,West
205,206,67,Male,Shirt,Clothing,64,Hawaii,M,Silver,Winter,3.0,Yes,Standard,Yes,Yes,25,PayPal,Weekly,tops,60s+,West
206,207,24,Male,T-shirt,Clothing,55,Wisconsin,L,Silver,Summer,4.2,Yes,Free Shipping,Yes,Yes,6,Venmo,Fortnightly,tops,10-20s,Midwest
207,208,62,Male,Gloves,Accessories,91,Rhode Island,M,Silver,Summer,2.9,Yes,Express,Yes,Yes,17,Bank Transfer,Bi-Weekly,wear_acc,60s+,Northeast
208,209,57,Male,Skirt,Clothing,38,Wisconsin,M,Gold,Spring,4.1,Yes,Store Pickup,Yes,Yes,17,Credit Card,Monthly,bottoms,50s,Midwest
209,210,55,Male,Sandals,Footwear,97,Minnesota,S,Olive,Winter,3.2,Yes,Store Pickup,Yes,Yes,44,Cash,Every 3 Months,shoes,50s,Midwest
210,211,45,Male,Jacket,Outerwear,22,Vermont,L,Teal,Fall,3.0,Yes,2-Day Shipping,Yes,Yes,6,PayPal,Fortnightly,outers,40s,Northeast
211,212,69,Male,Skirt,Clothing,92,South Dakota,L,Maroon,Fall,4.2,Yes,2-Day Shipping,Yes,Yes,45,Debit Card,Fortnightly,bottoms,60s+,Midwest
212,213,67,Male,Handbag,Accessories,84,Virginia,L,Blue,Fall,4.2,Yes,Express,Yes,Yes,7,Debit Card,Annually,bags,60s+,South
213,214,30,Male,Handbag,Accessories,93,Nevada,L,Peach,Fall,4.4,Yes,Store Pickup,Yes,Yes,11,Debit Card,Every 3 Months,bags,30s,West
214,215,24,Male,Jacket,Outerwear,50,Hawaii,L,Blue,Summer,4.2,Yes,Next Day Air,Yes,Yes,41,Cash,Every 3 Months,outers,10-20s,West
215,216,62,Male,Scarf,Accessories,64,New Jersey,S,Orange,Spring,2.8,Yes,2-Day Shipping,Yes,Yes,24,PayPal,Bi-Weekly,wear_acc,60s+,Northeast
216,217,43,Male,Shorts,Clothing,61,Massachusetts,L,Yellow,Spring,3.7,Yes,Free Shipping,Yes,Yes,21,Venmo,Weekly,bottoms,40s,Northeast
217,218,35,Male,Sunglasses,Accessories,48,Oklahoma,M,Purple,Winter,3.5,Yes,Next Day Air,Yes,Yes,24,Bank Transfer,Annually,accessories,30s,West
218,219,28,Male,T-shirt,Clothing,45,California,S,Magenta,Spring,2.9,Yes,Store Pickup,Yes,Yes,8,Credit Card,Quarterly,tops,10-20s,West
219,220,32,Male,Belt,Accessories,88,Nevada,M,Cyan,Spring,3.0,Yes,Free Shipping,Yes,Yes,12,Cash,Fortnightly,accessories,30s,West
220,221,39,Male,Sneakers,Footwear,57,Arizona,S,Indigo,Spring,3.7,Yes,Express,Yes,Yes,48,Debit Card,Fortnightly,shoes,30s,West
221,222,28,Male,Hat,Accessories,68,North Carolina,XL,Magenta,Summer,4.4,Yes,Store Pickup,Yes,Yes,6,Bank Transfer,Quarterly,wear_acc,10-20s,South
222,223,47,Male,Gloves,Accessories,94,New York,XL,Gray,Spring,4.5,Yes,2-Day Shipping,Yes,Yes,14,PayPal,Fortnightly,wear_acc,40s,Northeast
223,224,20,Male,Pants,Clothing,41,Wyoming,M,Turquoise,Spring,4.8,Yes,Free Shipping,Yes,Yes,34,PayPal,Annually,bottoms,10-20s,West
224,225,63,Male,Socks,Clothing,83,South Dakota,S,Beige,Summer,2.9,Yes,Free Shipping,Yes,Yes,12,Cash,Every 3 Months,wear_acc,60s+,Midwest
225,226,25,Male,Jacket,Outerwear,22,Arkansas,M,Olive,Spring,3.2,Yes,Next Day Air,Yes,Yes,11,Bank Transfer,Annually,outers,10-20s,South
226,227,29,Male,Shoes,Footwear,74,Texas,L,Violet,Spring,3.3,Yes,Free Shipping,Yes,Yes,5,PayPal,Monthly,shoes,10-20s,West
227,228,50,Male,Jeans,Clothing,90,Rhode Island,M,Turquoise,Winter,4.2,Yes,Standard,Yes,Yes,25,Venmo,Fortnightly,bottoms,50s,Northeast
228,229,18,Male,Socks,Clothing,79,New Hampshire,M,White,Spring,2.9,Yes,Store Pickup,Yes,Yes,11,Credit Card,Annually,wear_acc,10-20s,Northeast
229,230,70,Male,Sandals,Footwear,28,Ohio,S,Silver,Spring,4.6,Yes,Next Day Air,Yes,Yes,27,PayPal,Every 3 Months,shoes,60s+,Midwest
230,231,66,Male,Scarf,Accessories,88,Utah,L,Olive,Fall,4.1,Yes,Standard,Yes,Yes,43,Credit Card,Annually,wear_acc,60s+,West
231,232,28,Male,Blouse,Clothing,26,Tennessee,M,Blue,Spring,3.1,Yes,2-Day Shipping,Yes,Yes,18,Debit Card,Every 3 Months,tops,10-20s,South
232,233,54,Male,Jewelry,Accessories,27,Hawaii,L,Purple,Winter,4.2,Yes,Express,Yes,Yes,32,Bank Transfer,Bi-Weekly,accessories,50s,West
233,234,19,Male,Sweater,Clothing,83,Arizona,XL,Yellow,Fall,4.5,Yes,Next Day Air,Yes,Yes,27,Bank Transfer,Every 3 Months,tops,10-20s,West
234,235,20,Male,Gloves,Accessories,39,South Dakota,S,Silver,Summer,3.7,Yes,Next Day Air,Yes,Yes,24,Credit Card,Weekly,wear_acc,10-20s,Midwest
235,236,43,Male,Sunglasses,Accessories,89,New Jersey,M,Cyan,Winter,3.7,Yes,Free Shipping,Yes,Yes,31,Debit Card,Quarterly,accessories,40s,Northeast
236,237,38,Male,Coat,Outerwear,68,North Dakota,L,Green,Winter,3.4,Yes,Next Day Air,Yes,Yes,39,PayPal,Fortnightly,outers,30s,Midwest
237,238,50,Male,Dress,Clothing,90,Iowa,M,Beige,Summer,3.0,Yes,Store Pickup,Yes,Yes,36,Debit Card,Fortnightly,bottoms,50s,Midwest
238,239,64,Male,Skirt,Clothing,34,Ohio,M,Peach,Fall,4.2,Yes,Free Shipping,Yes,Yes,5,Cash,Annually,bottoms,60s+,Midwest
239,240,49,Male,Pants,Clothing,51,Vermont,L,Yellow,Summer,2.9,Yes,Express,Yes,Yes,47,Credit Card,Bi-Weekly,bottoms,40s,Northeast
240,241,47,Male,Sweater,Clothing,45,Montana,XL,Turquoise,Winter,3.5,Yes,Free Shipping,Yes,Yes,29,Bank Transfer,Fortnightly,tops,40s,West
241,242,36,Male,Hoodie,Clothing,88,Delaware,M,Peach,Winter,4.1,Yes,Free Shipping,Yes,Yes,43,Venmo,Bi-Weekly,tops,30s,South
242,243,55,Male,Coat,Outerwear,85,New York,L,Gray,Summer,4.3,Yes,Store Pickup,Yes,Yes,40,Debit Card,Every 3 Months,outers,50s,Northeast
243,244,25,Male,Jewelry,Accessories,100,Kentucky,M,Olive,Winter,2.8,Yes,2-Day Shipping,Yes,Yes,4,Debit Card,Monthly,accessories,10-20s,South
244,245,53,Male,Belt,Accessories,42,Oregon,S,Indigo,Spring,4.9,Yes,2-Day Shipping,Yes,Yes,39,PayPal,Weekly,accessories,50s,West
245,246,49,Male,Sandals,Footwear,53,Rhode Island,L,Charcoal,Summer,3.3,Yes,Next Day Air,Yes,Yes,45,Venmo,Fortnightly,shoes,40s,Northeast
246,247,35,Male,Sunglasses,Accessories,86,Nevada,XL,Beige,Spring,3.2,Yes,Express,Yes,Yes,20,Venmo,Bi-Weekly,accessories,30s,West
247,248,29,Male,Sweater,Clothing,66,Montana,XL,Brown,Spring,4.4,Yes,Standard,Yes,Yes,14,Debit Card,Weekly,tops,10-20s,West
248,249,47,Male,Belt,Accessories,100,Pennsylvania,M,Blue,Winter,4.8,Yes,Express,Yes,Yes,33,PayPal,Weekly,accessories,40s,Northeast
249,250,53,Male,Handbag,Accessories,47,Alaska,S,Teal,Fall,4.2,Yes,Standard,Yes,Yes,18,Credit Card,Annually,bags,50s,West
250,251,33,Male,Skirt,Clothing,25,Mississippi,L,Black,Fall,4.0,Yes,Express,Yes,Yes,9,Bank Transfer,Weekly,bottoms,30s,South
251,252,21,Male,Handbag,Accessories,51,Wyoming,XL,Gold,Winter,2.5,Yes,Standard,Yes,Yes,34,PayPal,Annually,bags,10-20s,West
252,253,32,Male,Shorts,Clothing,41,Delaware,M,Violet,Summer,3.9,Yes,Free Shipping,Yes,Yes,33,Venmo,Fortnightly,bottoms,30s,South
253,254,52,Male,Boots,Footwear,73,Oklahoma,L,Cyan,Winter,4.9,Yes,2-Day Shipping,Yes,Yes,15,Bank Transfer,Bi-Weekly,shoes,50s,West
254,255,67,Male,Sunglasses,Accessories,42,Indiana,M,White,Winter,3.5,Yes,Store Pickup,Yes,Yes,4,PayPal,Bi-Weekly,accessories,60s+,Midwest
255,256,43,Male,Scarf,Accessories,20,Maryland,M,Charcoal,Spring,4.2,Yes,Free Shipping,Yes,Yes,25,Debit Card,Annually,wear_acc,40s,South
256,257,58,Male,Jewelry,Accessories,30,South Dakota,XL,Violet,Spring,4.7,Yes,Express,Yes,Yes,20,Credit Card,Every 3 Months,accessories,50s,Midwest
257,258,20,Male,Handbag,Accessories,53,West Virginia,M,Red,Summer,4.5,Yes,Express,Yes,Yes,5,Credit Card,Quarterly,bags,10-20s,South
258,259,61,Male,Gloves,Accessories,74,Alabama,S,Lavender,Spring,2.8,Yes,Express,Yes,Yes,16,Cash,Quarterly,wear_acc,60s+,South
259,260,32,Male,Jeans,Clothing,57,Louisiana,M,Gold,Fall,2.9,Yes,Standard,Yes,Yes,13,Debit Card,Annually,bottoms,30s,South
260,261,38,Male,Hat,Accessories,57,Montana,S,Red,Winter,3.2,Yes,2-Day Shipping,Yes,Yes,11,Credit Card,Every 3 Months,wear_acc,30s,West
261,262,21,Male,Jeans,Clothing,77,California,L,Magenta,Winter,4.9,Yes,Standard,Yes,Yes,21,Credit Card,Annually,bottoms,10-20s,West
262,263,37,Male,Pants,Clothing,40,Hawaii,M,Teal,Summer,3.7,Yes,Next Day Air,Yes,Yes,6,Debit Card,Annually,bottoms,30s,West
263,264,27,Male,Shorts,Clothing,46,Iowa,M,Purple,Summer,4.3,Yes,Store Pickup,Yes,Yes,29,Venmo,Monthly,bottoms,10-20s,Midwest
264,265,36,Male,Pants,Clothing,78,Colorado,S,Charcoal,Fall,3.9,Yes,Store Pickup,Yes,Yes,15,Cash,Annually,bottoms,30s,West
265,266,32,Male,Backpack,Accessories,59,Michigan,M,Gray,Spring,3.2,Yes,2-Day Shipping,Yes,Yes,17,Bank Transfer,Bi-Weekly,bags,30s,Midwest
266,267,51,Male,Jewelry,Accessories,75,Louisiana,L,White,Summer,3.1,Yes,Express,Yes,Yes,32,Credit Card,Weekly,accessories,50s,South
267,268,64,Male,Sweater,Clothing,54,Maryland,M,Olive,Spring,3.9,Yes,2-Day Shipping,Yes,Yes,42,Venmo,Annually,tops,60s+,South
268,269,68,Male,Shoes,Footwear,42,Georgia,M,Charcoal,Spring,2.6,Yes,Store Pickup,Yes,Yes,21,Cash,Monthly,shoes,60s+,South
269,270,68,Male,Blouse,Clothing,44,Georgia,M,Charcoal,Winter,3.3,Yes,Next Day Air,Yes,Yes,9,Cash,Bi-Weekly,tops,60s+,South
270,271,33,Male,Jeans,Clothing,52,North Dakota,XL,Orange,Fall,4.6,Yes,Free Shipping,Yes,Yes,16,Bank Transfer,Annually,bottoms,30s,Midwest
271,272,65,Male,Sunglasses,Accessories,69,Maryland,XL,Yellow,Summer,4.6,Yes,Express,Yes,Yes,42,Credit Card,Fortnightly,accessories,60s+,South
272,273,48,Male,Jewelry,Accessories,26,Oregon,M,Beige,Summer,4.4,Yes,2-Day Shipping,Yes,Yes,37,Debit Card,Bi-Weekly,accessories,40s,West
273,274,69,Male,Coat,Outerwear,33,North Dakota,S,Silver,Spring,4.2,Yes,Express,Yes,Yes,32,Debit Card,Quarterly,outers,60s+,Midwest
274,275,59,Male,Jewelry,Accessories,32,Maryland,M,Indigo,Spring,3.0,Yes,Express,Yes,Yes,28,Cash,Bi-Weekly,accessories,50s,South
275,276,48,Male,Backpack,Accessories,85,Virginia,XL,Lavender,Winter,4.0,Yes,Express,Yes,Yes,13,Credit Card,Weekly,bags,40s,South
276,277,25,Male,Skirt,Clothing,30,South Dakota,XL,Turquoise,Fall,3.5,Yes,Express,Yes,Yes,11,Bank Transfer,Fortnightly,bottoms,10-20s,Midwest
277,278,29,Male,Shirt,Clothing,29,Georgia,M,Green,Winter,3.0,Yes,Store Pickup,Yes,Yes,36,Bank Transfer,Bi-Weekly,tops,10-20s,South
278,279,57,Male,Sweater,Clothing,95,Hawaii,M,Orange,Spring,3.7,Yes,Express,Yes,Yes,23,Debit Card,Annually,tops,50s,West
279,280,23,Male,Sneakers,Footwear,69,Arkansas,L,Turquoise,Summer,4.0,Yes,Standard,Yes,Yes,37,Bank Transfer,Monthly,shoes,10-20s,South
280,281,45,Male,Sandals,Footwear,69,Montana,S,Cyan,Fall,4.2,Yes,2-Day Shipping,Yes,Yes,21,Cash,Bi-Weekly,shoes,40s,West
281,282,38,Male,Belt,Accessories,61,Oklahoma,XL,Charcoal,Spring,2.5,Yes,Standard,Yes,Yes,22,Debit Card,Bi-Weekly,accessories,30s,West
282,283,21,Male,Skirt,Clothing,94,Minnesota,M,Teal,Summer,3.0,Yes,2-Day Shipping,Yes,Yes,9,Cash,Monthly,bottoms,10-20s,Midwest
283,284,32,Male,Sweater,Clothing,30,Montana,S,Maroon,Fall,3.2,Yes,Next Day Air,Yes,Yes,16,Venmo,Annually,tops,30s,West
284,285,63,Male,Skirt,Clothing,45,Ohio,M,Red,Summer,3.5,Yes,Standard,Yes,Yes,4,PayPal,Quarterly,bottoms,60s+,Midwest
285,286,29,Male,Handbag,Accessories,39,Kentucky,XL,Yellow,Summer,4.8,Yes,Express,Yes,Yes,3,Debit Card,Bi-Weekly,bags,10-20s,South
286,287,27,Male,Jewelry,Accessories,51,Nebraska,L,Gray,Summer,2.6,Yes,Store Pickup,Yes,Yes,6,Debit Card,Annually,accessories,10-20s,Midwest
287,288,56,Male,Scarf,Accessories,37,Delaware,L,Blue,Spring,3.4,Yes,2-Day Shipping,Yes,Yes,18,Venmo,Fortnightly,wear_acc,50s,South
288,289,30,Male,T-shirt,Clothing,62,North Carolina,M,Lavender,Winter,3.7,Yes,2-Day Shipping,Yes,Yes,34,Venmo,Bi-Weekly,tops,30s,South
289,290,49,Male,Coat,Outerwear,85,New York,M,Yellow,Fall,4.5,Yes,2-Day Shipping,Yes,Yes,26,Credit Card,Monthly,outers,40s,Northeast
290,291,58,Male,T-shirt,Clothing,33,Colorado,M,Indigo,Winter,3.7,Yes,Standard,Yes,Yes,50,PayPal,Weekly,tops,50s,West
291,292,57,Male,Dress,Clothing,26,Delaware,XL,Violet,Fall,3.3,Yes,Next Day Air,Yes,Yes,40,Bank Transfer,Monthly,bottoms,50s,South
292,293,60,Male,Shoes,Footwear,99,Utah,M,Green,Spring,4.7,Yes,Free Shipping,Yes,Yes,24,Cash,Quarterly,shoes,60s+,West
293,294,69,Male,Handbag,Accessories,39,Connecticut,M,White,Spring,2.7,Yes,Express,Yes,Yes,33,PayPal,Annually,bags,60s+,Northeast
294,295,70,Male,Skirt,Clothing,20,New Jersey,M,Gold,Spring,4.6,Yes,Store Pickup,Yes,Yes,19,Credit Card,Every 3 Months,bottoms,60s+,Northeast
295,296,53,Male,Sunglasses,Accessories,42,West Virginia,M,Indigo,Winter,2.7,Yes,Store Pickup,Yes,Yes,24,Credit Card,Quarterly,accessories,50s,South
296,297,25,Male,Sandals,Footwear,74,Indiana,S,Lavender,Spring,4.8,Yes,2-Day Shipping,Yes,Yes,19,Credit Card,Weekly,shoes,10-20s,Midwest
297,298,48,Male,Shoes,Footwear,26,Delaware,XL,Purple,Summer,4.4,Yes,Standard,Yes,Yes,4,Credit Card,Bi-Weekly,shoes,40s,South
298,299,69,Male,T-shirt,Clothing,53,Maryland,M,Lavender,Winter,4.0,Yes,Standard,Yes,Yes,11,Venmo,Every 3 Months,tops,60s+,South
299,300,25,Male,Sneakers,Footwear,80,Pennsylvania,M,Maroon,Summer,3.2,Yes,Next Day Air,Yes,Yes,28,PayPal,Fortnightly,shoes,10-20s,Northeast
300,301,29,Male,Hat,Accessories,98,Iowa,M,Teal,Spring,4.4,Yes,Store Pickup,Yes,Yes,24,PayPal,Weekly,wear_acc,10-20s,Midwest
301,302,46,Male,Skirt,Clothing,95,Pennsylvania,M,Green,Spring,3.8,Yes,Standard,Yes,Yes,25,Credit Card,Every 3 Months,bottoms,40s,Northeast
302,303,37,Male,Sweater,Clothing,44,Delaware,L,Olive,Summer,3.6,Yes,Express,Yes,Yes,27,Bank Transfer,Every 3 Months,tops,30s,South
303,304,20,Male,Sandals,Footwear,60,Oregon,M,Turquoise,Summer,3.3,Yes,Next Day Air,Yes,Yes,49,Venmo,Weekly,shoes,10-20s,West
304,305,40,Male,Dress,Clothing,84,Oregon,M,Green,Winter,3.4,Yes,Next Day Air,Yes,Yes,45,Credit Card,Bi-Weekly,bottoms,40s,West
305,306,60,Male,Sweater,Clothing,59,Utah,M,Teal,Fall,3.5,Yes,2-Day Shipping,Yes,Yes,26,PayPal,Annually,tops,60s+,West
306,307,26,Male,Jacket,Outerwear,49,North Dakota,S,White,Summer,3.6,Yes,Express,Yes,Yes,4,Cash,Annually,outers,10-20s,Midwest
307,308,29,Male,Gloves,Accessories,32,Florida,M,Orange,Winter,3.2,Yes,Free Shipping,Yes,Yes,3,Credit Card,Every 3 Months,wear_acc,10-20s,South
308,309,66,Male,Handbag,Accessories,29,Maryland,M,Beige,Fall,3.7,Yes,Standard,Yes,Yes,45,Venmo,Bi-Weekly,bags,60s+,South
309,310,66,Male,Dress,Clothing,22,Minnesota,M,Yellow,Spring,4.5,Yes,Standard,Yes,Yes,21,Cash,Fortnightly,bottoms,60s+,Midwest
310,311,56,Male,Pants,Clothing,85,Montana,M,Charcoal,Winter,4.6,Yes,Standard,Yes,Yes,50,Cash,Fortnightly,bottoms,50s,West
311,312,69,Male,Jeans,Clothing,52,Rhode Island,L,Silver,Winter,4.1,Yes,Store Pickup,Yes,Yes,19,Bank Transfer,Monthly,bottoms,60s+,Northeast
312,313,38,Male,Pants,Clothing,89,Massachusetts,L,Green,Spring,3.4,Yes,Next Day Air,Yes,Yes,6,PayPal,Annually,bottoms,30s,Northeast
313,314,42,Male,Dress,Clothing,77,Vermont,M,Pink,Spring,3.7,Yes,Express,Yes,Yes,50,Credit Card,Every 3 Months,bottoms,40s,Northeast
314,315,30,Male,Pants,Clothing,24,New Jersey,M,Purple,Summer,3.3,Yes,Store Pickup,Yes,Yes,17,Debit Card,Every 3 Months,bottoms,30s,Northeast
315,316,66,Male,Jewelry,Accessories,24,Wisconsin,XL,Orange,Spring,4.5,Yes,Express,Yes,Yes,24,Debit Card,Annually,accessories,60s+,Midwest
316,317,36,Male,Handbag,Accessories,22,California,M,Charcoal,Fall,3.3,Yes,Free Shipping,Yes,Yes,46,Venmo,Monthly,bags,30s,West
317,318,58,Male,Sweater,Clothing,82,West Virginia,L,Teal,Fall,4.3,Yes,Standard,Yes,Yes,42,Cash,Every 3 Months,tops,50s,South
318,319,45,Male,Backpack,Accessories,67,South Dakota,M,Beige,Winter,2.5,Yes,Standard,Yes,Yes,10,Cash,Annually,bags,40s,Midwest
319,320,47,Male,Shorts,Clothing,74,Maine,XL,White,Spring,2.6,Yes,Standard,Yes,Yes,1,Cash,Every 3 Months,bottoms,40s,Northeast
320,321,66,Male,Jewelry,Accessories,72,Kansas,L,White,Summer,4.9,Yes,Standard,Yes,Yes,28,Debit Card,Quarterly,accessories,60s+,Midwest
321,322,41,Male,Sneakers,Footwear,36,Vermont,L,Orange,Summer,4.7,Yes,Free Shipping,Yes,Yes,48,Debit Card,Quarterly,shoes,40s,Northeast
322,323,41,Male,Belt,Accessories,95,Tennessee,S,Cyan,Winter,3.0,Yes,Standard,Yes,Yes,47,Credit Card,Monthly,accessories,40s,South
323,324,66,Male,Hoodie,Clothing,78,Tennessee,M,Orange,Winter,3.5,Yes,Next Day Air,Yes,Yes,29,PayPal,Bi-Weekly,tops,60s+,South
324,325,37,Male,Shirt,Clothing,82,Wyoming,M,Olive,Summer,4.8,Yes,Standard,Yes,Yes,37,Venmo,Quarterly,tops,30s,West
325,326,70,Male,Pants,Clothing,70,Vermont,M,Charcoal,Winter,4.3,Yes,Free Shipping,Yes,Yes,38,Debit Card,Annually,bottoms,60s+,Northeast
326,327,62,Male,Scarf,Accessories,41,New Jersey,M,White,Fall,3.2,Yes,Store Pickup,Yes,Yes,48,Bank Transfer,Weekly,wear_acc,60s+,Northeast
327,328,61,Male,Coat,Outerwear,42,Iowa,M,Teal,Summer,3.1,Yes,Free Shipping,Yes,Yes,36,PayPal,Weekly,outers,60s+,Midwest
328,329,48,Male,Coat,Outerwear,50,Florida,M,Yellow,Fall,2.8,Yes,Free Shipping,Yes,Yes,9,Credit Card,Weekly,outers,40s,South
329,330,70,Male,Socks,Clothing,31,Nevada,S,White,Summer,2.9,Yes,2-Day Shipping,Yes,Yes,34,Bank Transfer,Monthly,wear_acc,60s+,West
